id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
1066348,2011,01/12/2011,1122014,0.5,RENT,1,Low,47000,1,16500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,9.06,18856.75782,16500.0,0.0,523.93,cannught
1061430,2011,01/12/2011,1112013,0.5,RENT,1,Low,55000,1,22000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,21.67,F,6,15.62,25023.2,22000.01,0.0,603.5,ulster
1061519,2011,01/12/2011,1032012,1.0,RENT,1,Low,71000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,14.87,12430.36,12000.0,0.0,413.94,cannught
1066344,2011,01/12/2011,1012016,10.0,RENT,1,Low,50000,1,15600, 60 months,2,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,12.69,B,2,5.78,16894.08,11631.87,0.0,352.48,Northern-Irl
1066480,2011,01/12/2011,1012015,8.0,RENT,1,Medium,135000,2,10800, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,12.12,13004.14287,10800.0,0.0,360.89,ulster
1066471,2011,01/12/2011,1092014,10.0,MORTGAGE,3,Low,63000,1,14000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,7.35,16789.071369999998,14000.0,0.0,467.82,leinster
1064063,2011,01/12/2011,1122015,4.0,MORTGAGE,3,Low,44000,1,18825, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.58,D,4,24.98,22698.14,13625.93,0.0,473.75,Northern-Irl
1066318,2011,01/12/2011,1012015,5.0,MORTGAGE,3,Low,50000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,15.58,7325.298968000001,6000.0,0.0,203.59,munster
1066453,2011,01/12/2011,1102014,5.0,RENT,1,Low,80000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,14.83,13905.997169999999,12000.0,0.0,386.7,munster
1063090,2011,01/12/2011,1012015,4.0,RENT,1,Low,45000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,10.45,12025.47063,10000.0,0.0,334.16,ulster
1061406,2011,01/12/2011,1122013,2.0,RENT,1,Low,78000,1,8000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,7.9,A,1,6.09,8846.24,8000.0,0.0,250.33,Northern-Irl
1066278,2011,01/12/2011,1122013,1.0,RENT,1,Low,33000,1,14125, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,23.13,16055.99,14125.0,0.0,455.18,ulster
1066281,2011,01/12/2011,1122014,5.0,RENT,1,Low,62800,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,19.24,16897.179809999998,14000.0,0.0,469.63,ulster
1056150,2011,01/12/2011,1112012,3.0,RENT,1,Low,26400,1,13200, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,17.27,D,4,9.64,10200.26,8975.0,0.0,224.36,munster
1066434,2011,01/12/2011,1012013,10.0,MORTGAGE,3,Low,80000,1,4000, 36 months,1,INDIVIDUAL,1,vacation,11,High,2,Good Loan,0,19.03,E,5,20.59,4340.62,4000.0,0.0,146.69,leinster
1048526,2011,01/12/2011,1032013,2.0,RENT,1,Low,25000,1,4000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,6.86,2022.66,1373.86,150.58,134.18,ulster
1028566,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Low,65000,1,10500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,10.36,11503.77547,10500.0,0.0,319.58,munster
1066424,2011,01/12/2011,1072014,10.0,OWN,2,Low,59000,1,5500, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,7.9,A,1,6.65,6171.267137,5500.0,0.0,172.1,Northern-Irl
1066212,2011,01/12/2011,1092014,1.0,RENT,1,Low,33000,1,7350, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,22.51,8725.632456,7350.0,0.0,243.11,ulster
1066232,2011,01/12/2011,1042014,10.0,RENT,1,Low,39000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,12.42,B,2,18.31,11604.88,9635.96,12.02,334.16,cannught
1056219,2011,01/12/2011,1012015,10.0,RENT,1,Low,42000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,10.74,13456.32312,12000.0,0.0,373.33,cannught
1066199,2011,01/12/2011,1102015,5.0,MORTGAGE,3,Low,38004,1,5000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,11.71,B,2,23.78,6534.43,5000.0,0.0,110.5,cannught
1060851,2011,01/12/2011,1052012,3.0,OWN,2,Low,31000,1,8000, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,11.71,B,2,16.22,8306.47,8000.0,0.0,176.79,ulster
972383,2011,01/12/2011,1122013,10.0,MORTGAGE,3,Low,50700,1,4500, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,8.9,A,1,23.43,5050.37,4500.0,0.0,142.89,leinster
1066191,2011,01/12/2011,1102014,1.0,OWN,2,Low,75000,1,18000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,12.51,21629.24351,18000.0,0.0,601.48,leinster
1066173,2011,01/12/2011,1122015,2.0,MORTGAGE,3,Low,30000,1,12300, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,12.76,13556.6,9125.24,0.0,282.96,ulster
1066379,2011,01/12/2011,1072012,6.0,RENT,1,Low,40000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,15.72,12761.93,12000.0,0.0,407.17,leinster
1066364,2011,01/12/2011,1042014,10.0,MORTGAGE,3,Low,50000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,5.88,12077.327309999999,10000.0,0.0,339.31,ulster
1066140,2011,01/12/2011,1112013,7.0,MORTGAGE,3,Low,80000,1,6000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.9,A,1,8.87,6633.12,6000.0,0.0,187.75,cannught
1066171,2011,01/12/2011,1102013,4.0,RENT,1,Low,40000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,22.2,14006.68,12000.0,0.0,402.54,Northern-Irl
1066162,2011,01/12/2011,1032014,7.0,RENT,1,Low,80000,1,12000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Bad Loan,1,8.9,A,1,9.13,10411.4,8330.52,516.32,381.04,ulster
1040154,2011,01/12/2011,1012015,2.0,RENT,1,Low,75000,1,7000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,15.57,8331.940085,7000.0,0.0,231.54,ulster
1066155,2011,01/12/2011,1032012,8.0,MORTGAGE,3,Low,85000,1,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,12.0,28061.33,26825.0,0.0,690.56,cannught
1065382,2011,01/12/2011,1102012,1.0,RENT,1,Low,28800,1,1400, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.9,A,1,10.0,1478.87,1400.0,0.0,43.81,leinster
1063447,2011,01/12/2011,1012014,10.0,RENT,1,Low,35000,1,16000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Bad Loan,1,13.49,C,3,16.22,10343.32,5147.59,1517.32,368.08,leinster
1065932,2011,01/12/2011,1102014,9.0,RENT,1,Low,61200,1,3200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,2.16,3709.1927299999998,3200.0,0.0,103.12,ulster
1065936,2011,01/12/2011,1082014,1.0,RENT,1,Low,40000,1,8000, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,7.9,A,1,13.35,8986.263663,8000.0,0.0,250.33,ulster
1066112,2011,01/12/2011,1032012,0.5,RENT,1,Low,25920,1,11875, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,23.75,1185.35,285.76,651.01,268.32,ulster
1066084,2011,01/12/2011,1122013,9.0,MORTGAGE,3,Low,54000,1,5000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.03,A,1,3.82,5410.75,5000.0,0.0,152.18,Northern-Irl
1066081,2011,01/12/2011,1102012,10.0,RENT,1,Low,18000,1,1800, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,6.62,A,1,23.8,1880.09,1800.0,0.0,55.27,cannught
1065896,2011,01/12/2011,1102012,5.0,RENT,1,Low,85000,1,35000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,17.73,37304.76,35000.0,0.0,1111.37,cannught
1066065,2011,01/12/2011,1062013,5.0,RENT,1,Low,78000,1,18000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.9,A,1,7.0,19883.16,18000.0,0.0,571.56,Northern-Irl
1066071,2011,01/12/2011,1032013,10.0,OWN,2,Low,45600,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.9,A,1,19.74,6130.32,5053.24,0.0,438.07,leinster
1062094,2011,01/12/2011,1112012,2.0,RENT,1,Low,70000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,20.06,5501.16,5000.0,0.0,167.08,munster
1061154,2011,01/12/2011,1062014,4.0,RENT,1,Low,70000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,15.96,C,3,14.04,9993.120439,8000.0,0.0,281.1,cannught
1066061,2011,01/12/2011,1012014,9.0,MORTGAGE,3,Low,80000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,12.99,10840.08,10000.0,0.0,304.36,Northern-Irl
1065863,2011,01/12/2011,1022014,5.0,RENT,1,Low,50000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,4.63,11019.26,10000.0,0.0,311.11,Northern-Irl
1065862,2011,01/12/2011,1012015,10.0,MORTGAGE,3,Low,35000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,18.51,14432.91814,12000.0,0.0,400.99,ulster
1065854,2011,01/12/2011,1112012,3.0,MORTGAGE,3,Low,65000,1,23200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,27.99,24554.42,23199.99,0.0,725.94,cannught
1065145,2011,01/12/2011,1122015,1.0,MORTGAGE,3,Low,84000,1,18000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,15.27,C,3,11.41,20631.16,13208.94,0.0,430.78,Northern-Irl
1062260,2011,01/12/2011,1012015,10.0,MORTGAGE,3,Low,75000,1,4800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,9.3,6005.123936999999,4800.0,0.0,167.03,leinster
1065842,2011,01/12/2011,1082014,6.0,RENT,1,Low,35000,1,7300, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,16.42,8654.581876999999,7300.0,0.0,241.46,leinster
1066018,2011,01/12/2011,1082014,6.0,RENT,1,Low,40000,1,10400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,11.67,12022.8865,10400.0,0.0,335.14,leinster
1049352,2011,01/12/2011,1042013,1.0,MORTGAGE,3,Low,100000,1,6600, 36 months,1,INDIVIDUAL,1,house,12,Low,1,Good Loan,0,9.91,B,2,15.53,7274.62,6600.0,0.0,212.69,leinster
1066016,2011,01/12/2011,1012015,7.0,OWN,2,Low,40000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,9.45,13715.457830000001,12000.0,0.0,381.04,Northern-Irl
1065997,2011,01/12/2011,1042013,10.0,RENT,1,Low,52000,1,13250, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.27,D,4,23.7,15650.39,13250.0,0.0,474.19,Northern-Irl
1061891,2011,01/12/2011,1012015,3.0,RENT,1,Low,92500,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,15.97,14286.72251,12000.0,0.0,396.92,ulster
1065752,2011,01/12/2011,1012015,9.0,RENT,1,Low,61000,1,25000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,10.35,29000.835030000002,25000.0,0.0,805.63,ulster
1063126,2011,01/12/2011,1012015,10.0,RENT,1,Low,36000,1,6000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,10.65,B,2,14.43,7033.840265000001,6000.0,0.0,195.44,ulster
1065738,2011,01/12/2011,1102013,10.0,MORTGAGE,3,Low,68000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.51,A,1,7.08,12554.01,12000.0,0.0,373.33,ulster
1061467,2011,01/12/2011,1102012,1.0,RENT,1,Low,80000,1,14400, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,16.35,15543.7,14400.0,0.0,476.3,ulster
1065721,2011,01/12/2011,1012015,10.0,RENT,1,Low,43000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,11.58,12026.299659999999,10000.0,0.0,334.16,Northern-Irl
1065717,2011,01/12/2011,1012015,1.0,RENT,1,Medium,150000,2,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,2.48,9522.45744,8000.0,0.0,264.61,Northern-Irl
