,ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,website,email,office,business_scope,employees,main_business
1632,600919.SH,夏平,季明,吴典军,1154450.9926,20070122,江苏,南京市,公司是在江苏省内无锡、苏州、南通等10家城市商业银行基础上，合并重组而成的现代股份制商业银行，开创了地方法人银行改革的新模式。公司于2007年1月24日正式挂牌开业，是江苏省唯一一家省属地方法人银行。公司秉承“融创美好生活”的使命，以“融合创新、务实担当、精益成长”企业文化为引领，致力于建设“特色化、智慧化、综合化、国际化”的一流商业银行，已成长为一家综合实力和市场竞争力较强的现代股份制银行。公司获得江苏省委省政府“江苏省优秀企业”、银监会“全国银行业金融机构小微企业金融服务先进单位”、《金融时报》“最具竞争力中小银行”等多项荣誉称号。,www.jsbchina.cn,dshbgs@jsbchina.cn,江苏省南京市中华路26号,经中国银监会等监管部门批准，并经公司登记机关核准，主要包括：吸收公众存款；发放短期、中期和长期贷款；办理国内结算；办理票据承兑与贴现；发行金融债券；代理发行、代理兑付、承销政府债券、承销短期融资券；买卖政府债券、金融债券、企业债券；从事同业拆借；提供信用证服务及担保；代理收付款项及代理保险业务、代客理财、代理销售基金、代理销售贵金属、代理收付和保管集合资金信托计划；提供保险箱业务；办理委托存贷款业务；从事银行卡业务；外汇存款；外汇贷款；外汇汇款；外币兑换；结售汇、代理远期结售汇；国际结算；自营及代客外汇买卖；同业外汇拆借；买卖或代理买卖股票以外的外币有价证券；资信调查、咨询、见证业务；网上银行，经银行业监督管理机构和有关部门批准的其他业务。,15096,"本行业务主要包括公司银行业务,个人银行业务及资金业务.主要产品包括:公司贷款,对公客户存款,中间业务产品与服务,客户,市场营销,个人贷款,银行卡,个人存款,中间业务产品与服务,客户,市场营销,存放同业,同业拆借,债券买卖,债券回购等."
1633,601339.SH,杨卫新,杨勇,华敬东,150000.0,20040429,浙江,宁波市,"公司是全球最大的色纺纱制造企业之一，面向全球采购棉花及其他各类纤维，多渠道地保证生产原材料的稳定供应，并在越南、浙江、山东、河北、江苏等地设有生产子公司，均配备有经验丰富生产团队及精良的染色、纺纱设备，年产各类色纺纱近15万吨。同时，公司已在全球范围内建立起完整的营销布局，凭出色的营销团队竭诚为世界各地客户提供服务。公司始终将创新作为企业持续健康发展的源泉动力，积极研发各类新型产品，目前推出的色纺纱颜色已达5,500余种，基本上覆盖全部的流行色系列，可以满足各类布料生产的需要。公司每两年推出一套标准色卡，同时每年推出春夏和秋冬两套流行色卡，始终紧贴市场需求及流行颜色趋势。百隆纱线畅销欧美、亚洲、非洲、中国香港、中国内地等地区，客户包括UNIQLO、NIKE、GAP、H&M、POLO、ADIDAS、李宁、安踏、森马、美特斯邦威等世界著名服饰品牌。",www.bros.com.cn,hjd@bros.com.cn;zlw@bros.com.cn;broseastern@bros.com.cn,浙江省宁波市鄞州区甬江大道188号宁波财富中心8楼,工程用特种纺织品、纺织品、纺织服装、工艺玩具、体育用品生产；棉、麻种植；普通货物仓储；自营和代理各类商品和技术的进出口。(不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请)。,16150,"色纺纱的研发,生产和销售"
1634,688166.SH,袁建栋,袁建栋,王征野,41000.0,20011026,江苏,苏州市,"公司是一家研发驱动、参与国际竞争的化学制药全产业链产品和技术平台型企业，致力于成为一家全球领先的创新型高端化学制药企业,一直从事高技术壁垒的医药中间体、原料药和制剂产品的研发和生产业务，凭借自身在微生物发酵、高难度药物合成工艺、药物合成原创路线设计、药物新晶型及药物靶向递送等方面积累的技术优势，建立了发酵半合成技术平台、多手性药物技术平台、靶向高分子偶联技术平台和非生物大分子技术平台等核心药物研发技术平台，形成了高技术附加值的医药中间体和原料药销售、药品技术转让以及利用自身技术和产品优势与其它具有品牌或销售渠道优势的医药企业合作开发并获得销售分成等多元化的盈利模式，并进一步向制剂产品领域拓展，逐步建立起原料药与制剂一体，仿制药与创新药结合，国际市场与国内市场并重的业务体系,公司产品和服务的最终客户主要为全球知名仿制药厂家。",www.bright-gene.com,IR@bright-gene.com,江苏省苏州市工业园区星湖街218号纳米科技园C25-C28栋,"研发大环内脂、多肽、多糖、杂环、唑类、嗪类、苯醚类、四环素类化合物,生产非药品类大环内脂、多肽、多糖、杂环、唑类、嗪类、苯醚类、四环素类化合物,销售本公司所生产的产品,并提供有关技术咨询和技术服务(不涉及药品生产许可证管理范围和国家外商投资产业指导目录限制类和禁止类产品)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",614,"从事高技术壁垒的医药中间体,原料药和制剂产品的研发和生产业务,凭借自身在微生物发酵,高难度药物合成工艺,药物合成原创路线设计,药物新晶型及药物靶向递送等方面积累的技术优势,建立了发酵半合成技术平台,多手性药物技术平台,靶向高分子偶联技术平台和非生物大分子技术平台等核心药物研发技术平台,形成了高技术附加值的医药中间体和原料药销售,药品技术转让以及利用自身技术和产品优势与其它具有品牌或销售渠道优势的医药企业合作开发并获得销售分成等多元化的盈利模式"
1635,601116.SH,陈念慈,陈岩,泮霄波,54767.84,19950922,浙江,宁波市,公司是浙江省大型连锁超市之一，是浙江省政府重点扶持的大型连锁企业。公司始终把诚信经营作为企业的立身之本，把服务顾客作为企业发展的宗旨，立足老百姓日常生活所需，坚持“便宜、便利”的价值理念，为会员顾客带来“新鲜·实惠·每一天”的购物体验。始终如一的追求，使三江购物赢得了顾客的口碑、政府的肯定和市场的认可。公司和优秀O2O企业共同携手，进入电商O2O时代，将在电子商务、物流、零售实体店等领域，开拓全渠道销售路径，实现创新型发展。公司丰富的产品储备，再加上1小时内快速送达的优势，让用户足不出户就可以随时享受到快速、便捷的线上购物体验，向用户提供3公里范围内生鲜、超市产品等各类生活服务项目，打造生活服务一体化应用平台。,home.sanjiang.com,sj@sanjiang.com;investors@sanjiang.com,浙江省宁波市海曙区环城西路北段197号,食品经营：餐饮服务、食品经营；药品经营；普通货物公路运输；电信业务； 以下限分支机构经营：音像制品、书报刊零售及网上销售；（以上均在许可证有效期限内经营）纺织、服装及日用品、化工产、一类医疗器械、二类医疗器械、文化体育用品、食用农产品、通讯器材、家用电器、五金交电、家居用品、数码产品及配件、照相器材、化妆品、办公用品、汽车用品、汽摩配件、珠宝首饰、工艺品、计算机软硬件及配件、机械设备、消防器材、建筑装饰材料、花卉的批发、零售及网上销售；柜台租赁；物业管理；广告、商品信息咨询服务；农产品、水产品的初级加工；票务代理；话费、公交卡充值服务；受委托代居民收水电煤及其他费用；服装、百货的委托加工；食品生产；包装物的回收；农产品的收购；自营和代理货物和技术的进出口，除国家限制经营或禁止进出口的货物和技术外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,4701,主营业务是社区平价超市的连锁经营.
1636,601163.SH,丁木,林小彬,钟丹芳,80000.0,20010222,山东,威海市,公司是国内轮胎制造行业的领先企业，业务范围覆盖商用车轮胎、乘用车轮胎、斜交工程胎、子午工程胎和巨胎等。公司建有国家级技术开发中心、国家级工业设计中心、博士后科研工作站、美国技术研发中心，承建轮胎行业唯一的国家工程实验室，是中国轮胎产业技术创新战略联盟主体。公司始终专注于轮胎科技创新，致力于研发、设计、制造和销售适于全球不同地域、不同消费者、不同使用要求的道路和非道路轮胎产品。公司是国家高新技术企业，是中国子午胎技术的先行者和领导者，拥有的国内外专利技术数量居同行业前列，同时成为国家标准和行业标准的主要制订者。三角已经成为工程子午胎和巨胎全球供应商之一，与卡特彼勒、特雷克斯、斗山、现代、沃尔沃等公司建立全球合作。,www.triangle.com.cn,jqgc@triangle.com.cn,山东省威海市青岛中路56号,轮胎、橡胶制品、橡胶机械及仪器仪表、化工产品(不含化学危险品)、尼龙帘线、钢丝帘线轮胎原辅材料的研制、生产、销售及技术服务；备案范围进出口业务；化工工程设计、安装(须凭资质证书经营)，机械设备及房屋租赁，仓储(不含化学危险品)装卸及物流服务，企业管理咨询服务；再生物资回收与批发(不含危险废物及须经许可的项目)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),5568,"主营业务为各种轮胎的研发,制造和销售.主要产品包括商用车胎,乘用车胎,斜交工程胎,子午工程胎和子午工程巨胎5大类,近4,200个品种."
1637,601966.SH,王锋,王锋,孙松涛,130996.7812,19940606,山东,烟台市,公司是国内规模最大、效益最好的轮胎专业生产企业之一。公司主营业务为汽车轮胎的设计、开发、制造与销售，主要产品分为全钢子午线轮胎、半钢子午线轮胎和斜交胎，广泛应用于乘用车、商用车、卡客车以及工程机械车辆等。公司目前在全球拥有研发中心，生产基地，产品遍布全球多个国家，广泛应用于商用车、乘用车、工程机械等，成功进入大众、通用、福特、印度塔塔、俄罗斯雷诺日产、菲亚特、巴西现代等全球知名汽车品牌的全球配套体系，并成为中国一汽、陕西重汽、东风汽车、北汽福田、重庆红岩、上汽通用五菱、济南重汽、厦门金龙等国内外多家汽车厂的主要供应商和优秀供应商。在采购、金融、管理等合作领域上，公司建立了与德国朗盛、费舍尔，荷兰VMI，比利时贝卡尔特、泰国诗董国际等全球知名供应商之间的合作关系，打造具有玲珑特色的、优质的、高效的、信誉有保障的全球高端采购供应平台。,www.linglong.cn,wenlei_zhao@linglong.cn;linglong@linglong.cn;songtao_sun@linglong.cn,山东省招远市金龙路777号,轮胎、橡胶制品制造及销售、专用化学产品制造(不含危险化学品)、专用化学产品销售(不含危险化学品)、金属丝绳及其制品制造、金属丝绳及其制品销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；货物与技术进出口；机械设备销售；电气设备销售；实验分析仪器销售；摩托车及零配件销售；汽车新车销售；汽车装饰用品销售；汽车租赁；二手车经销；润滑油销售；塑料3制品销售；五金产品零售；仪器仪表销售；建筑材料销售；针纺织品销售；服装服饰零售；鞋帽销售；日用百货销售；家用电器销售；日用品出租；体育用品及器材零售；珠宝首饰销售；工艺美术品及收藏品批发(象牙及其制品除外)；通讯设备销售；电子产品销售；互联网销售(除销售需要许可的商品)；计算机软硬件及辅助设备销售；计算机系统服务；计算机及通信设备租赁；大数据服务；互联网数据服务；网络技术服务；物联网应用服务；信息技术咨询服务；知识产权服务；会议及展览服务；供应链管理服务；普通货物仓储服务(不含危险化学品等需许可审批的项目)；广告制作；广告发布(非广播电台、电视台、报刊出版单位)；广告设计、代理；保险代理服务。,16192,"公司主营业务:为汽车轮胎设计,开发,制造和销售.主要产品:为全钢子午线轮胎,半钢子午线轮胎及特种轮胎等3,000多个规格品种,广泛应用于乘用车,商用车,工程机械等."
1638,603701.SH,张宁,施旻霞,朱国强,26269.2612,20000131,浙江,湖州市,公司是一家致力于汽车发电机研究开发的专业生产制造商，国内A股主板上市企业。是国家级高新技术企业，中国内燃机工业协会电机电器分会理事长单位，浙江省绿色企业，浙江省管理创新示范企业，市级重点骨干企业，安全生产标准化(机械)二级企业。公司主营业务为车用交流发电机的研发、生产、销售及相关技术服务。产品主要定位于中高端市场，拥有8大系列逾300个型号，是国内车用交流发电机产品最丰富的公司之一。客户主要为国内知名的发动机厂和汽车整车厂，主要客户有江铃汽车、道依茨一汽、福田发动机厂、福田康明斯、中国重汽、保定长城、东风朝柴、庆铃汽车、江淮汽车、绵阳新晨、成都成发、云内动力、潍柴动力、玉柴、常柴、郑州日产、一汽四环、天津雷沃、东风轻发等。近几年来公司被评定为“中国汽车电子电器电机行业‘创新企业’、‘十佳企业’”“中国内燃机零部件行业排头兵企业”。,www.dehong.com.cn,investor@dehong.com.cn;zgqiang@dehong.com.cn,浙江省湖州市吴兴区南太湖大道1888号,汽车电机及配件、真空泵、汽车电子装置、电气机械、智能设备的研发、制造、销售，货物和技术的进出口，实业投资，自有房屋出租。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,413,"公司主营业务为车用交流发电机的研发,生产,销售及相关技术服务.主要产品车用交流发电机."
1639,601615.SH,张传卫,张传卫,刘建军,140307.0861,20060602,广东,中山市,公司是全球顶级的风机制造商和清洁能源整体解决方案提供商，致力于能源的绿色、普惠和智慧化，业务涵盖风能、太阳能产业，已发展成为国内领先、全球具有重要影响力的智慧能源企业集团。公司主营业务包括新能源高端装备、兆瓦级风机及核心部件的开发设计、产品制造、运维服务、新能源投资运营。集团在全球布局了“一总部、五中心”的研发创新平台，建有博士后科研工作站、国家级企业技术中心、国家地方联合工程实验室。公司建立了国内“五大”(华能、中国大唐、国电、华电和国电投)电力公司以及民营电力集团为主导的稳固市场客户群，投运遍布全国200多个风力发电场项目，产品远销至保加利亚、印度、罗马尼亚、巴基斯坦、南非等全球各地。,www.mywind.com.cn,liujianjun@mywind.com.cn;jessicazheng@mywind.com.cn;myse@mywind.com.cn,广东省中山市火炬开发区火炬路22号,生产经营风力发电主机装备及相关电力电子产品；风电工程技术及风力发电相关技术咨询、技术进出口业务；高技术绿色电池(含太阳能电池)、新能源发电成套设备、关键设备及相关工程技术咨询、技术进出口业务；风电场运营管理、技术咨询及运维服务；能源系统的开发；能源项目投资、开发及经营管理；新能源、分布式能源、储能项目的投资、建设、运营；电力需求侧管理、能效管理；承装、承修、承试电力设施。(上述经营业务不涉及国家限制、禁止类、会计、审计)。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)(以上项目不涉及外商投资准入特别管理措施)(依法须经批准的项目，经相关部门批准后方可开展经营活动),7869,"主营业务:新能源高端装备制造,新能源电站投资运营及智能管理业务,主要包括:1)大型风力发电机组及其核心部件的研发,生产,销售,智能化运维;2)风电场及光伏电站开发,投资,建设和智能运营管理."
1640,601633.SH,魏建军,王凤英,徐辉,917595.33,20010612,河北,保定市,公司是全球知名的SUV制造企业，秉承“每天进步一点点”的企业理念，拥有先进的企业文化和管理团队，创建了独具特色的经营和管理模式，经营质量在国内汽车行业首屈一指。公司多次入选“中国企业500强”、“中国机械500强”、“中国制造500强”，连续多年上榜“福布斯亚太最佳上市公司”、“福布斯2000强”、“《财富》中国500强”、“BrandZ最具价值中国品牌100强”等，并被评为中国机电进出口商会的“推荐出口品牌”，也是商务部、发改委授予的“国家汽车整车出口基地企业”，首家成为国际氢能委员会成员的中国汽车企业。近年来，长城汽车的技术实力得到了社会的广泛肯定，被国家发改委、科技部等五部委联合认定为“国家认定企业技术中心”、“博士后科研工作站设站单位”、“国家创新型企业”。,www.gwm.com.cn,zqb@gwm.com.cn,河北省保定市朝阳南大街2266号,汽车整车及汽车零部件、配件、切削工具的生产制造、开发、设计、研发和技术服务、委托加工、销售及相关的售后服务、咨询服务；新能源汽车配电设备及相关产品的销售、售后及相关技术服务；信息技术服务；电子设备及机械设备的制造（国家限制、禁止外商投资及有特殊规定的产品除外）；模具加工制造；钢铁铸件的设计、制造、销售及相关售后服务；汽车修理；普通货物运输、专用运输（厢式）；仓储物流（涉及行政许可的，凭许可证经营）；出口公司自产及采购的汽车零部件、配件；货物、技术进出口（不含分销、国家专营专控商品；国家限制的除外）；自有房屋及设备的租赁；润滑油、汽车服饰、汽车装饰用品的销售；日用百货销售；汽车信息咨询服务；汽车维修技术及相关服务的培训；五金交电及电子产品批发、零售；二手车经销、汽车租赁、上牌代理、过户代理服务；动力电池包的销售； 企业管理咨询；应用软件服务及销售；会议及展览服务；工装器具及包装物的组装、销售、租赁、维修、售后服务；包装、装卸、搬运服务；废旧金属、废塑料、废纸及其他废旧物资(不包括危险废物及化学品)加工、回收、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,60297,"主营业务为汽车整车及汽车零部件的研发,生产及销售.主要产品为SUV,轿车,皮卡."
1641,603995.SH,虞纪群,周德勇,申素贞,23067.0,20030827,浙江,金华市,"公司成立于2003年8月27日,主营业务为冷轧不锈钢板带的研发、生产和销售，产品覆盖精密冷轧不锈钢板带和宽幅冷轧不锈钢板带两大领域,是国家高新技术企业和国家火炬计划项目承担单位，自成立以来十分注重生产工艺的改进和技术装备的研发。截至2017年末，公司共获得90项专利，其中发明专利15项，实用新型专利75项。公司是国内少数几家能够自主设计研发不锈钢冷轧自动化生产线的企业之一，自主设计研发的二十辊可逆式精密冷轧机组等全套不锈钢冷轧自动化生产线已达到国际先进水平。以子公司江苏甬金为牵头人的超薄精密不锈钢带(钢管)项目联合体成功中标国家工业和信息化部“2017年工业转型升级(中国制造2025)——重点新材料产业链技术能力提升重点项目”,2018年1月，公司参与完成的“超薄精密不锈钢板带关键技术”项目，经中国金属学会组织召开的科技成果评价会认定，该项目成果达到国际领先水平。",www.yjgf.com,yongjinkeji@yjgf.com,浙江省金华市兰溪市经济开发区创业大道99号,精密超薄不锈钢板的研发、生产；不锈钢制品的制造、加工；金属材料的批发、零售；冶金专用设备的设计与制造；自营和代理各类货物和技术进出口业务(除国家限定公司经营或禁止进出口的货物及技术)(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,1422,"冷轧不锈钢板带的研发,生产和销售,产品覆盖精密冷轧不锈钢板带和宽幅冷轧不锈钢板带两大领域."
1642,601608.SH,俞章法,张志勇,梁慧,433941.9293,20080126,河南,洛阳市,公司是一家重型装备制造企业，主要从事重型装备、机器人及智能装备、工程成套、节能环保装备及其他基础工业领域的大型设备、大型成套技术装备及大型铸锻件的开发、研制及销售，并提供相关配套服务和整体解决方案。公司技术中心是国家首批认定的40家国家级企业技术中心之一，长期专业从事矿山装备、重型机械行业基础及共性技术的研究与新产品开发、以及成套工艺流程的基础研究和开发设计。公司已建立了矿山重型装备领域首个企业国家重点实验室。公司是国家级工业设计中心、国家级企业技术中心、国家高新技术企业。公司主导产品均为自主开发，拥有自主知识产权。2017年，公司被中国质量检验协会授予“全国质量信用先进企业”和“全国矿山机械行业质量领军企业”等荣誉称号。,www.citichmc.com,citic_hic@citic.com,河南省洛阳市涧西区建设路206号,重型成套机械设备及零部件、矿用机械类产品、隧道掘进机械设备、铸锻件的设计、制造、销售；承包境外与出口自产设备相关的工程和境内国际招标工程；承包境外机械工程的勘测、咨询、设计和监理项目；上述境外工程所需的设备、材料出口；从事货物和技术进出口业务（国家法律法规规定应经审批许可经营或禁止进出口的货物和技术除外）；对外派遣实施上述境外工程所需的劳务人员（以上项目有国家专项规定的除外）； 公寓服务。,7660,"本公司主要从事建材,煤炭,矿山,冶金,电力以及节能环保等行业的大型成套技术设备及大型铸锻件的开发,研制及销售,并提供相关配套服务和整体解决方案.主要产品有:采掘机械,提升机械,破碎粉磨机械,选煤机械,水泥机械,冶金轧钢机械,轻工环保机械,发电设备,大功率减速器,大型铸锻锻件等产品以及产品的设计,安装等技术服务."
1643,688023.SH,范渊,范渊,楼晶,7407.4075,20070515,浙江,杭州市,公司是一家信息安全技术服务商，提供应用安全、数据库安全、网站安全监测、安全管理平台等整体解决方案，公司的产品及服务涉及应用安全、大数据安全、云安全、物联网安全、工业控制安全及工业互联网安全等领域。凭借强大的研发实力和持续的产品创新，公司围绕事前、事中、事后几个维度已形成覆盖网络信息安全生命全周期的产品体系，包括网络信息安全基础产品(网络信息安全防护单品、网络信息安全检测单品)、网络信息安全平台以及网络信息安全服务，各产品线在行业中均形成了较强的竞争力。公司“新服务”方向针对网络安全形势、政企用户需求的变化以及网络安全建设模式的改变，从提供专业产品向提供专业服务模式进行转变，为用户提供从安全规划、安全设计、安全建设到安全运营的一站式专业安全服务。公司风暴中心推出的SaaS云安全服务模式是国内较早利用云计算来提供集约化安全能力的服务创新模式，实现了云监测、云WAF、云DDoS清洗以及云端威胁情报的服务能力。上述能力加上城市安全大脑、全天候“三位一体”的态势感知、国家级网络安保团队构成了智慧城市安全运营中心服务的核心能力。,www.dbappsecurity.com.cn,ahxx@dbappsecurity.com.cn,浙江省杭州市滨江区西兴街道联慧街188号,"服务:信息安全设备、网络安全设备、网络安全软件、计算机软硬件、系统集成的技术开发、技术服务、成果转让,成年人的非证书劳动职业技能培训(涉及前置审批的项目除外),会展服务;生产、加工:信息安全设备、网络安全设备、计算机设备;批发、零售:电子产品、通讯设备、计算机软硬件;货物进出口(法律、行政法规禁止经营的项目除外,法律、行政法规限制经营的项目取得许可证后方可经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",1799,"主营业务为网络信息安全产品的研发,生产及销售,并为客户提供专业的网络信息安全服务."
1644,603368.SH,朱朝阳,朱朝阳,申文捷,36265.5818,19811223,广西,柳州市,公司是一家区域性医药流通企业。公司目前主要从事药品、医疗器械等医药产品的批发和零售业务，经营业务覆盖全区。公司经过六十多年来在广西医药流通领域的深耕细作，已逐步形成“以医院销售业务为核心，第三终端和药店零售业务为两翼，商业调拨等业务为补充”的综合性医药商业业务体系。公司是国家医药储备定点单位和毒、麻药品、生物疫苗经营单位，担负着广西灾情、疫情用药的储备和供应工作。公司建造有专门仓库，配备有专业运输车辆、自动温湿度控制设备、行车温度记录设备和专用冷藏箱等，保证冷链品种的储存运输符合要求，先后通过多家知名外资制药企业的冷链审计。目前，公司已与广西区内100%的三级甲等综合医院以及90%以上二级甲等综合医院保持良好的合作关系，在广西区内14个地级市均建立了比较健全的销售网络和售后服务体系，已基本实现了自治区内中、高端医院的全覆盖。,www.lzyy.cn,lygf@lzyy.cn,广西壮族自治区柳州市官塘大道68号,药品的批发（凭许可证在有效期内经营，具体项目以审批部门批准的为准）；预包装食品、保健食品、乳制品（含婴幼儿配方乳粉）、特殊医学用途配方食品零售兼批发；Ⅰ、Ⅱ、Ⅲ类医疗器械的批发兼零售；消杀用品（危险化学品除外）、润滑油、玻璃仪器、化学试剂、化妆品、防疫用品、日用百货的销售；包装材料的销售；计量器具和衡器、文化体育用品、健身器材、家用电器、农副产品、服装的销售；道路普通货物运输、货物专用运输（冷藏保鲜设备）；货物运输代理及仓储服务；装卸搬运；医院药库管理服务；商务服务；营养健康咨询服务；医疗设备维修、医疗设备租赁服务；办公室设备租赁服务；房屋租赁，场地出租；医药企业管理策划，医药技术信息咨询，计算机软硬件、网络、信息技术服务；会议展览服务。 (依法须经批准的项目，经相关部门批准后方可开展经营活动。 ),4215,"公司主要从事药品,医疗器械等医药产品的批发和零售业务."
1645,603042.SH,杨位钢,姜汉斌,朱重北,13600.0,19981216,江苏,南京市,"公司是专业从事研发生产制造通信配线设备、宽窄带综合布线设备、物联网终端设备及器件、室内分布及微波无源产品、天线设备、通信系统集成。公司作为国内领先的通信网络物理连接设备制造商，通信电源系列产品；智能光纤端口管理系统；智能光缆管理系统；户外通信设备光纤无源远程监控系统；通信基站旁路保护系统等为国内外电信运营商、电信主设备商和网络集成商提供一流的通信网络连接、分配和保护的产品及整体智能化ODN解决方案。无线通信产品基站天线及各种微波无源器件及POI设备，产品适用于2G,3G,4G的通信网络，是移动通信中不可缺少的组成部分。公司相继获得江苏省高新技术企业、江苏省高成长型中小企业、江苏省企业技术研发中心、江苏省企业研究生工作站、南邮—华脉物联网应用技术联合实验室、AAA级资信企业、全国用户满意十佳企业等荣誉称号，先后获得中国电信、中国联通、中国移动、中国铁塔的年度优秀供应商称号。通过了ISO9001、ISO14000、ISO18000三标一体管理体系认证、欧盟Rohs认证。",www.huamai.cn,edd@huamai.cn,江苏省南京市江宁区东山街道工业集中区润发路11号,无线通信设备、移动通信系统天线、数字光纤分布系统(MDAS)及工程设备、工程配件、通信产品及其配套、微波通信设备及器件、通信电缆、光纤光缆及其配套设备、柴(汽)油发电机组、柴油机、发电机及零配件、通信电源、逆变器、不间断电源(UPS)、通信电池、电力电缆、金具、通信用交直流配电设备、高中低压成套开关设备、变压器、母线槽及输变配电设备、精密空调设备、通信机柜空调设备、数据中心微模块系统、数据中心解决方案的配套产品及相关集成的研发、制造、销售及技术安装服务注1；通信基站铁塔成套设备建设、维护；通信设备租赁；钢结构工程安装、施工；自营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)；通信信息网络系统集成；从事计算机软硬件及配件、电子产品、通信相关领域产品的研发、技术咨询、技术转让、技术服务、制造、销售；计算机网络系统集成服务；数据采集、存储、开发、处理、服务和销售；数据服务平台建设、城市信息系统的研发及销售、信息咨询服务、计算机数据处理、视音频信号处理设备及配件的生产和组装、多媒体系统研发、生产及安装工程(特种设备除外)；动力环境监控系统、建筑智能化、建筑装饰装修工程、展览展示工程设计、智能家居、机电安装、通信工程及防雷消防工程的设计、施工；合同能源管理；代理发展运营商业务；网络优化；技术研发服务；自有物业租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,1616,"主要产品:光通信网络设备和无线通信网络设备;主营业务:通信网络物理连接设备的研发,生产和销售"
1646,603387.SH,苏恩本,苏恩本,颜彬,26034.0871,20020308,江苏,南京市,公司始终专注于体外诊断产品的研发、生产、销售和服务。公司拥有专业的诊断产品研发团队，相继建立了胶体金免疫层析、荧光免疫层析、生化胶乳试剂、化学发光和诊断试剂原材料开发五大技术平台，全产业链布局；公司拥有专业的生产条件和管理水平，能为产品经销商及终端客户提供完善的专业化服务。公司先后荣获“国家火炬计划重点高新技术企业”、“工信部两化融合管理体系贯标试点企业”、“江苏省管理创新优秀企业”、“江苏省重点企业研发机构”等荣誉称号。积极承担了国家重点研发计划“重大慢性非传染性疾病防控研究”重点专项、“江苏省科技成果转化专项资金项目”、“南京市高端人才团队计划”等多项省市级项目。,www.bio-gp.com.cn,IR@getein.cn,江苏省南京市六合区沿江工业开发区博富路9号,实验、生产或办公用设备、配件的研发、生产、销售；生物、生化试剂和实验器材(除许可证事项外)的研发、生产、销售；一类、二类、三类医疗器械的研制、生产、销售；三类6840体外诊断试剂的研制、生产、销售；软件的研发、生产、销售；医疗器械和实验、生产或办公用设备的租赁、维修；医药、生物、生化科技的技术咨询、技术开发、技术转让和技术服务；自营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广(除依法须经批准的项目外，凭营业执照依法自主开展经营活动),1729,"主要产品:自主研发的POCT体外诊断试剂及配套仪器.此外,发行人实现了部分生化乳胶体外诊断试剂产品试产并开始销售;主营业务:体外诊断产品的研发,生产和销售"
1647,688518.SH,韩金龙,韩金龙,谢强,29920.0,20050922,广东,深圳市,公司是一家国内领先的精密激光焊接设备及自动化解决方案供应商，专业从事精密激光焊接机及激光焊接自动化成套设备的研发、生产、销售。公司产品广泛应用于动力电池、汽车制造、五金家电、消费电子、光通讯等制造业领域，客户群体覆盖包括宁德时代、国轩高科、比亚迪、格力智能、富士康、泰科电子、长盈精密、亿纬锂能、松下、三星、中航动力等行业知名企业。经过多年的经营发展与持续的技术创新，公司逐步形成了自身的核心技术体系，目前已经成长为国内激光焊接行业的领军企业。,www.uwlaser.com,ir@uwlaser.com,广东省深圳市南山区桃源街道福光社区留仙大道3370号南山智园崇文园区2号楼1203,激光设备及相关产品、机电一体化设备的技术开发、销售及租赁；激光焊接机、激光切割机、激光器的组装、销售及租赁(须取得消防验收合格后方可经营)；国内贸易(不含专营、专控、专卖商品)；从事货物、技术进出口业务(不含分销、国家专营专控商品)。,1523,"专业从事精密激光焊接机及激光焊接自动化成套设备的研发,生产,销售."
